category,subcategory,label,prompt,
Scene,Vibe,热闹的酒吧,Busy bar,
Scene,Vibe,舒适的咖啡馆,Cozy cafe,
Scene,Vibe,充满书香的图书馆,Book-filled library,
Scene,Vibe,充满活力的体育场馆,Vibrant stadium,
Scene,Vibe,庄严神圣的大教堂,Grand and sacred cathedral,
Scene,Vibe,古老神秘的地下城,Old and mysterious dungeon,
Scene,Vibe,充满未来感的城市,Futuristic city,
Scene,Vibe,童话般的森林,Fairy-tale forest,
Scene,Vibe,充满魔力的魔法森林,Magical enchanted forest,
Scene,Vibe,充满生机的雨林,Lush rainforest,
Scene,Vibe,干燥炎热的沙漠,Dry and hot desert,
Scene,Vibe,冰天雪地的北极,Icy and snowy Arctic,
Scene,Vibe,色彩斑斓的珊瑚礁,Colorful coral reef,
Scene,Vibe,深邃神秘的海洋,Deep and mysterious ocean,
Scene,Vibe,阴森恐怖的古堡,Creepy ancient castle,
Scene,Vibe,阴暗潮湿的地窖,Dark and damp cellar,
Scene,Vibe,血迹斑斑的房间,Blood-stained room,
Scene,Vibe,鬼影幢幢的走廊,Haunted corridor,
Scene,Vibe,阴风阵阵的墓地,Windy graveyard,
Scene,Vibe,荒废的医院,Abandoned hospital,
Scene,Vibe,阴森恐怖的森林,Scary forest,
Scene,Vibe,漆黑寂静的夜晚,Dark and silent night,
Scene,Vibe,令人毛骨悚然的寂静,Eerie silence,
Scene,Vibe,阴冷刺骨的寒风,Freezing wind,
Scene,Vibe,阴魂不散的鬼屋,Haunted house,
Scene,Vibe,诡异的雕像,Creepy statue,
Scene,Vibe,破败不堪的教堂,Decayed church,
Scene,Vibe,阴森恐怖的沼泽,Creepy swamp,
Scene,Vibe,充满血腥味的房间,Blood-smelling room,
Scene,Vibe,阴森恐怖的地下室,Scary basement,
Scene,Vibe,令人不安的氛围,Uneasy atmosphere,
Scene,Vibe,充满压迫感的空间,Oppressive space,
Scene,Vibe,令人窒息的黑暗,Suffocating darkness,
Scene,Vibe,潜伏的危险,Imminent danger,
Scene,Outdoor,城堡,castle,
Scene,Outdoor,城市,city,
Scene,Outdoor,城市风景,cityscape,
Scene,Outdoor,街道,street,
Scene,Outdoor,市中心,downtown,
Scene,Outdoor,人群,crowd,
Scene,Outdoor,小巷,alley,
Scene,Outdoor,大道,in_main_street,
Scene,Outdoor,路口,Intersection,
Scene,Outdoor,大街,avenue,
Scene,Outdoor,水上乐园,waterpark,
Scene,Outdoor,旋转木马,carousel,
Scene,Outdoor,摩天轮,ferris wheel,
Scene,Outdoor,水族馆,aquarium,
Scene,Outdoor,动物园,zoo,
Scene,Outdoor,保龄球馆,bowling alley,
Scene,Outdoor,美术馆,art gallery,
Scene,Outdoor,博物馆,museum,
Scene,Outdoor,天文馆,planetarium,
Scene,Outdoor,游泳池,swimming pool,
Scene,Outdoor,体育场,stadium,
Scene,Outdoor,寺庙,temple,
Scene,Outdoor,巴士车站,bus stop,
Scene,Outdoor,火车站,train station,
Scene,Outdoor,喷泉,fountain,
Scene,Outdoor,游乐场,playground,
Scene,Outdoor,市场摊位,market stall,
Scene,Outdoor,电话亭,phone booth,
Scene,Outdoor,铁轨,railroad tracks,
Scene,Outdoor,机场,airport,
Scene,Outdoor,隧道,tunnel,
Scene,Outdoor,摩天楼,skyscraper,
Scene,Outdoor,城市风景,cityscape,
Scene,Outdoor,废墟,ruins,
Scene,Outdoor,鸟居,torii,
Scene,Outdoor,教堂,church,
Scene,Outdoor,商店,shop,
Scene,Outdoor,街道,street,
Scene,Outdoor,赛博朋克城市,cyberpunk city,
Scene,Outdoor,神社,gohei,
Scene,Outdoor,繁华都市,Bustling city,
Scene,Outdoor,实验室,laboratory,
Scene,Outdoor,咖啡馆,coffee house,
Scene,Outdoor,健身房,gym,
Scene,Outdoor,图书馆,library,
Scene,Outdoor,监狱,prison,
Scene,Outdoor,轮机舱,engine room,
Scene,Outdoor,栏杆,handrail,
Scene,Outdoor,霓虹灯,neon lights,
Scene,Outdoor,路灯,street lamp,
Scene,Outdoor,道路,road,
Scene,Outdoor,贫民窟,shanty slum,
Scene,Outdoor,仓库,warehouse,
Scene,Outdoor,饭店,restaurant,
Scene,Outdoor,树屋,treehouse,
Scene,Outdoor,建筑废墟,building_ruins,
Scene,Outdoor,酒吧,bar,
Scene,Outdoor,居酒屋,izakaya,
Scene,Outdoor,咖啡馆,cafe,
Scene,Outdoor,面包店,bakery,
Scene,Outdoor,便利店,convenience store,
Scene,Outdoor,超市,supermarket,
Scene,Outdoor,药店,pharmacy,
Scene,Outdoor,剧院,theater,
Scene,Outdoor,电影院,movie theater,
Scene,Outdoor,工作坊,workshop,
Scene,Outdoor,法庭,courtroom,
Scene,Outdoor,公园,park,
Scene,Outdoor,吊架,Trapeze,
Scene,Outdoor,教室,classroom,
Scene,Outdoor,植物园,botanical garden,
Scene,Outdoor,游乐园,amusement_park,
Scene,Outdoor,迪士尼乐园,Disney_land,
Scene,Outdoor,竞技场,arena,
Scene,Outdoor,摔角场,wrestling_ring,
Scene,Outdoor,礼堂,Auditorium,
Scene,Outdoor,音乐会,concert,
Scene,Outdoor,日本旅馆,Japanese_hotel,
Scene,Outdoor,监狱酒吧,jail_bars,
Scene,Outdoor,舞台,stage,
Scene,Outdoor,港口,harbor,
Scene,Outdoor,赌场,casino,
Scene,Outdoor,台球桌,billiard,
Scene,Outdoor,地牢,dungeon,
Scene,Outdoor,坟墓,grave,
Scene,Outdoor,墓地,graveyard,
Scene,Outdoor,墓碑,tombstone,
Scene,Outdoor,巨大的石头物体,monolith,
Scene,Outdoor,建筑,building,
Scene,Outdoor,建筑,architecture,
Scene,Outdoor,建筑,magnificent_architecture,
Scene,Outdoor,摩天楼,Skyscraper,
Scene,Outdoor,大教堂,cathedral,
Scene,Outdoor,中式阁楼,chinese_style_loft,
Scene,Outdoor,塔楼,turret,
Scene,Outdoor,塔,tower,
Scene,Outdoor,清真寺,mosque,
Scene,Outdoor,水库,reservoir,
Scene,Outdoor,铁路,railroad,
Scene,Outdoor,铁路,railway,
Scene,Outdoor,桥,bridge,
Scene,Outdoor,桥下,under_bridge,
Scene,Outdoor,废墟,remains,
Scene,Outdoor,废墟,rubble_ruins,
Scene,Outdoor,停车场,parking lot,
Scene,Outdoor,加油站,gas station,
Scene,Outdoor,高速公路,highway,
Scene,Outdoor,立交桥,overpass,
Scene,Outdoor,人行道,sidewalk,
Scene,Outdoor,自行车道,bike path,
Scene,Outdoor,人行天桥,pedestrian bridge,
Scene,Outdoor,交通灯,traffic light,
Scene,Outdoor,标志牌,sign,
Scene,Outdoor,路标,road sign,
Scene,Outdoor,护栏,guardrail,
Scene,Outdoor,路障,traffic_cone,
Scene,Outdoor,路灯,lamppost,
Scene,Outdoor,电线杆和电线,power_lines,
Scene,Outdoor,栅栏,fence,
Scene,Outdoor,栏杆,railing,
Scene,Outdoor,隔离带,median strip,
Scene,Outdoor,停车位,parking space,
Scene,Outdoor,垃圾桶,trash can,
Scene,Outdoor,自动贩卖机,vending_machine,
Scene,Outdoor,邮箱,mailbox,
Scene,Outdoor,消防栓,fire hydrant,
Scene,Outdoor,电线杆,utility pole,
Scene,Outdoor,变电站,substation,
Scene,Outdoor,高压线,power line,
Scene,Outdoor,广告牌,billboard,
Scene,Outdoor,雕塑,sculpture,
Scene,Outdoor,纪念碑,monument,
Scene,Outdoor,喷水池,water feature,
Scene,Outdoor,雕像,statue,
Scene,Outdoor,公园长椅,park bench,
Scene,Outdoor,草坪,lawn,
Scene,Outdoor,垃圾箱,dumpster,
Scene,Outdoor,公用电话亭,payphone,
Scene,Outdoor,户外广告,outdoor advertising,
Scene,Outdoor,户外座椅,outdoor seating,
Scene,Outdoor,桥梁,bridge,
Scene,Outdoor,码头,dock,
Scene,Outdoor,码头,pier,
Scene,Outdoor,农场,farm,
Scene,Outdoor,牧场,ranch,
Scene,Outdoor,乡村道路,country road,
Scene,Outdoor,乡村,countryside,
Scene,Outdoor,郊区,suburbs,
Scene,Outdoor,住宅区,residential area,
Scene,Outdoor,商业区,commercial area,
Scene,Outdoor,工业区,industrial area,
Scene,Outdoor,停车场入口,parking entrance,
Scene,Outdoor,高速公路出口,highway exit,
Scene,Outdoor,加油站便利店,gas station convenience store,
Scene,Outdoor,高速公路休息站,highway rest area,
Scene,Outdoor,施工现场,construction site,
Scene,Outdoor,农田,farmland,
Scene,Outdoor,葡萄园,vineyard,
Scene,Outdoor,果园,orchard,
Scene,Outdoor,风力发电机,wind turbine,
Scene,Outdoor,太阳能电池板,solar panel,
Scene,Outdoor,输电塔,transmission tower,
Scene,Outdoor,通信塔,communication tower,
Scene,Outdoor,瞭望塔,lookout tower,
Scene,Outdoor,水塔,water tower,
Scene,Indoor,室内,indoor,
Scene,Indoor,浴室,bathroom,
Scene,Indoor,厕所隔间,toilet stall,
Scene,Indoor,宅男房间,otaku room,
Scene,Indoor,自助餐厅,cafeteria,
Scene,Indoor,教室,classroom,
Scene,Indoor,俱乐部,clubroom,
Scene,Indoor,卧室,bedroom,
Scene,Indoor,厨房,kitchen,
Scene,Indoor,宿舍,dormitory,
Scene,Indoor,地库,dungeon,
Scene,Indoor,医务室,infirmary,
Scene,Indoor,舞台,stage,
Scene,Indoor,配电房,electrical room,
Scene,Indoor,服务器机房,server room,
Scene,Indoor,地下室,basement,
Scene,Indoor,美术室,art room,
Scene,Indoor,浴室,bathing,
Scene,Indoor,楼梯,stairs,
Scene,Indoor,温室,greenhouse,
Scene,Indoor,客厅,living room,
Scene,Indoor,书房,study,
Scene,Indoor,餐厅,dining room,
Scene,Indoor,阳台,balcony,
Scene,Indoor,走廊,corridor,
Scene,Indoor,电梯,elevator,
Scene,Indoor,大厅,hall,
Scene,Indoor,图书馆,library,
Scene,Indoor,办公室,office,
Scene,Indoor,会议室,meeting room,
Scene,Indoor,储藏室,storage room,
Scene,Indoor,洗衣房,laundry room,
Scene,Indoor,车库,garage,
Scene,Indoor,衣帽间,walk-in closet,
Scene,Indoor,游戏室,game room,
Scene,Indoor,健身房,gym,
Scene,Indoor,工作室,studio,
Scene,Indoor,祈祷室,prayer room,
Scene,Indoor,接待室,reception room,
Scene,Indoor,阅览室,reading room,
Scene,Indoor,盥洗室,washroom,
Scene,Indoor,更衣室,locker room,
Scene,Indoor,试衣间,fitting room,
Scene,Indoor,博物馆展厅,museum exhibit hall,
Scene,Indoor,档案馆,archives,
Scene,Indoor,实验室,laboratory,
Scene,Indoor,手术室,operating room,
Scene,Indoor,病房,hospital ward,
Scene,Indoor,影剧院,cinema,
Scene,Indoor,录音棚,recording studio,
Scene,Indoor,播音室,broadcast studio,
Scene,Indoor,控制室,control room,
Scene,Indoor,电梯间,elevator shaft,
Scene,Indoor,楼梯间,stairwell,
Scene,Indoor,天井,atrium,
Scene,Indoor,前厅,foyer,
Scene,Indoor,休息室,lounge,
Scene,Indoor,候车室,waiting room,
Scene,Indoor,咖啡厅,cafe,
Scene,Indoor,酒吧,bar,
Scene,Indoor,水疗室,spa,
Scene,Indoor,桑拿房,sauna,
Scene,Indoor,蒸汽房,steam room,
Scene,Indoor,按摩室,massage room,
Scene,Indoor,宠物房,pet room,
Scene,Indoor,温室花园,indoor greenhouse garden,
Scene,Indoor,植物室,plant room,
Scene,Indoor,温室栽培室,greenhouse cultivation room,
Scene,Indoor,多功能厅,multi-purpose hall,
Scene,Indoor,展览厅,exhibition hall,
Scene,Indoor,美术馆,art gallery,
Scene,Indoor,收藏室,collection room,
Scene,Indoor,陈列室,display room,
Scene,Indoor,兵器库,armory,
Scene,Indoor,档案馆阅览室,archives reading room,
Scene,Indoor,冷藏室,cold storage room,
Scene,Indoor,冷冻室,freezer room,
Scene,Indoor,零售店面,retail storefront,
Scene,Indoor,商场,shopping mall interior,
Scene,Indoor,百货公司,department store interior,
Scene,Indoor,专卖店,boutique,
Scene,Indoor,超市,supermarket,
Scene,Indoor,餐厅厨房,restaurant kitchen,
Scene,Indoor,快餐店,fast food restaurant,
Scene,Indoor,咖啡店,coffee shop,
Scene,Indoor,夜总会,nightclub,
Scene,Indoor,银行大厅,bank lobby,
Scene,Indoor,办公室大楼,office building interior,
Scene,Indoor,酒店大堂,hotel lobby,
Scene,Indoor,酒店房间,hotel room,
Scene,Indoor,会议中心,convention center,
Scene,Indoor,展览中心,exhibition center,
Scene,Indoor,购物中心,shopping center interior,
Scene,Indoor,电影院,movie theater,
Scene,Indoor,剧院,theater,
Scene,Indoor,美容院,beauty salon,
Scene,Indoor,理发店,hair salon,
Scene,Indoor,健身中心,fitness center,
Scene,Indoor,水疗中心,spa center,
Scene,Indoor,游泳池(室内),indoor swimming pool,
Scene,Indoor,保龄球馆,bowling alley,
Scene,Indoor,珠宝店,jewelry store,
Scene,Indoor,鞋店,shoe store,
Scene,Indoor,书店,bookstore,
Scene,Indoor,药店,pharmacy,
Scene,Indoor,眼镜店,opticians,
Scene,Indoor,花店,florist,
Scene,Indoor,面包房,bakery,
Scene,Indoor,糖果店,candy store,
Scene,Indoor,玩具店,toy store,
Scene,Indoor,服装店,clothing store,
Scene,Indoor,电子产品商店,electronics store,
Scene,Indoor,家具店,furniture store,
Scene,Indoor,家居用品店,home goods store,
Scene,Indoor,古董店,antique store,
Scene,Indoor,工艺品店,craft store,
Scene,Indoor,礼品店,gift shop,
Scene,Indoor,车行展厅,car showroom,
Scene,Indoor,汽车修理厂,auto repair shop,
Scene,Indoor,美甲沙龙,nail salon,
Scene,Indoor,水疗馆,day spa,
Scene,Indoor,按摩诊所,massage clinic,
Scene,Indoor,牙科诊所,dental clinic,
Scene,Indoor,医疗诊所,medical clinic,
Scene,Indoor,兽医诊所,veterinary clinic,
Scene,Indoor,律师事务所,law office,
Scene,Indoor,会计师事务所,accountants office,
Scene,Indoor,房地产中介,real estate agency,
Scene,Indoor,旅行社,travel agency,
Object,Furniture,家具,bedroom,
Object,Furniture,榻榻米,tatami,
Object,Furniture,床,bed,
Object,Furniture,沙发,couch,
Object,Furniture,被炉,kotatsu,
Object,Furniture,壁炉,fireplace,
Object,Furniture,窗,window,
Object,Furniture,窗扇,sash,
Object,Furniture,窗帘,curtains,
Object,Furniture,门,door,
Object,Furniture,推拉门,sliding_doors,
Object,Furniture,衣架,clothes_rack,
Object,Furniture,桌子,table,
Object,Furniture,课桌,school_desk,
Object,Furniture,椅子,chair,
Object,Furniture,扶手椅,armchair,
Object,Furniture,躺椅,lounge_chair,
Object,Furniture,沙滩椅,beach_chair,
Object,Furniture,折叠椅,folding_chair,
Object,Furniture,隐形椅子,invisible_chair,
Object,Furniture,办公椅,office_chair,
Object,Furniture,轮椅,wheelchair,
Object,Furniture,书桌,desk,
Object,Furniture,书柜,bookcase,
Object,Furniture,衣柜,wardrobe,
Object,Furniture,梳妆台,dressing_table,
Object,Furniture,床头柜,nightstand,
Object,Furniture,茶几,coffee_table,
Object,Furniture,电视柜,TV_stand,
Object,Furniture,餐桌,dining_table,
Object,Furniture,餐椅,dining_chair,
Object,Furniture,橱柜,cabinet,
Object,Furniture,鞋柜,shoe_cabinet,
Object,Furniture,书架,bookshelf,
Object,Furniture,搁架,shelf,
Object,Furniture,壁橱,closet,
Object,Furniture,镜子,mirror,
Object,Furniture,画框,picture_frame,
Object,Furniture,地毯,carpet,
Object,Furniture,窗帘杆,curtain_rod,
Object,Furniture,灯,lamp,
Object,Furniture,吊灯,chandelier,
Object,Furniture,台灯,table_lamp,
Object,Furniture,落地灯,floor_lamp,
Object,Furniture,壁灯,wall_lamp,
Object,Furniture,装饰品,ornament,
Object,Furniture,植物,plant,
Object,Furniture,屏风,screen,
Object,Furniture,写字台,writing_desk,
Object,Furniture,电脑桌,computer_desk,
Object,Furniture,游戏桌,gaming_desk,
Object,Furniture,吧台,bar_counter,
Object,Furniture,吧凳,bar_stool,
Object,Furniture,梳妆镜,vanity_mirror,
Object,Furniture,衣帽架,coat_rack,
Object,Furniture,鞋架,shoe_rack,
Object,Furniture,置物架,storage_shelf,
Object,Furniture,壁挂架,wall_mounted_shelf,
Object,Furniture,抽屉柜,chest_of_drawers,
Object,Furniture,文件柜,filing_cabinet,
Object,Furniture,日本床垫,futon,
Object,Furniture,坐垫,cushion,
Object,Furniture,床垫,mattress,
Object,Furniture,床单,bedsheet,
Object,Furniture,枕头,pillow,
Object,Furniture,被子,quilt,
Object,Furniture,窗纱,lace_curtain,
Object,Furniture,窗格,window_pane,
Object,Furniture,百叶窗,blinds,
Object,Furniture,罗马帘,roman_shade,
Object,Furniture,卷帘,roller_blind,
Object,Furniture,门帘,door_curtain,
Object,Furniture,踏脚凳,footstool,
Object,Furniture,奥斯曼凳,ottoman,
Object,Furniture,浴室柜,bathroom_cabinet,
Object,Furniture,浴缸,bathtub,
Object,Furniture,淋浴房,shower_stall,
Object,Furniture,马桶,toilet,
Object,Furniture,蹲便器,squat_toilet,
Object,Furniture,毛巾架,towel_rack,
Object,Furniture,皂液器,soap_dish,
Object,Furniture,牙刷架,toothbrush_holder,
Object,Furniture,厨房橱柜,kitchen_cabinet,
Object,Furniture,厨房水槽,kitchen_sink,
Object,Furniture,厨房台面,kitchen_countertop,
Object,Furniture,餐边柜,sideboard,
Object,Furniture,灶台,cooktop,
Object,Furniture,餐具柜,cutlery_tray,
Object,Furniture,垃圾桶,trash_can,
Object,Furniture,调味架,spice_rack,
Object,Appliance,空调,air_conditioner,
Object,Appliance,冰箱,refrigerator,
Object,Appliance,洗衣机,washing_machine,
Object,Appliance,烘干机,dryer,
Object,Appliance,电视机,television,
Object,Appliance,微波炉,microwave,
Object,Appliance,烤箱,oven,
Object,Appliance,洗碗机,dishwasher,
Object,Appliance,吸尘器,vacuum_cleaner,
Object,Appliance,电风扇,electric_fan,
Object,Appliance,电热水器,water_heater,
Object,Appliance,电饭煲,rice_cooker,
Object,Appliance,电磁炉,induction_cooker,
Object,Appliance,电热水壶,electric_kettle,
Object,Appliance,咖啡机,coffee_maker,
Object,Appliance,榨汁机,juicer,
Object,Appliance,面包机,bread_maker,
Object,Appliance,搅拌机,blender,
Object,Appliance,电吹风,hair_dryer,
Object,Appliance,熨斗,iron,
Object,Appliance,吸尘器,vacuum_cleaner,
Object,Appliance,扫地机器人,robot_vacuum,
Object,Appliance,空气净化器,air_purifier,
Object,Appliance,除湿机,dehumidifier,
Object,Appliance,加湿器,humidifier,
Object,Appliance,音响,stereo,
Object,Appliance,电磁炉,induction_cooker,
Object,Appliance,燃气灶,gas_stove,
Object,Appliance,电饭锅,electric_rice_cooker,
Object,Appliance,电烤箱,electric_oven,
Object,Appliance,燃气热水器,gas_water_heater,
Object,Appliance,净水器,water_purifier,
Object,Appliance,饮水机,water_dispenser,
Object,Appliance,豆浆机,soy_milk_maker,
Object,Appliance,电压力锅,electric_pressure_cooker,
Object,Appliance,慢炖锅,slow_cooker,
Object,Appliance,电炸锅,air_fryer,
Object,Appliance,电热毯,electric_blanket,
Object,Appliance,电暖器,electric_heater,
Object,Appliance,空调扇,air_cooler,
Object,Appliance,电暖桌,electric_kotatsu,
Object,Appliance,扫地机器人,robot_vacuum_cleaner,
Object,Appliance,擦窗机器人,window_cleaning_robot,
Object,Appliance,洗地机,floor_cleaning_machine,
Object,Appliance,消毒柜,disinfection_cabinet,
Object,Appliance,洗菜机,vegetable_washer,
Object,Appliance,破壁机,high-speed_blender,
Object,Appliance,电熨斗,electric_iron,
Object,Appliance,挂烫机,garment_steamer,
Object,Appliance,电吹风机,hair_dryer,
Object,Digital,智能门锁,smart_door_lock,
Object,Digital,智能摄像头,smart_camera,
Object,Digital,智能音箱,smart_speaker,
Object,Digital,智能电视,smart_TV,
Object,Digital,网络机顶盒,network_set_top_box,
Object,Digital,游戏机,game_console,
Object,Digital,路由器,router,
Object,Digital,交换机,switch,
Object,Digital,电脑,computer,
Object,Digital,手机,cellphone,
Object,Digital,智能手机,Smartphones,
Object,Digital,掌上游戏机,handheld_game_console_,
Object,Digital,任天堂3ds,nintendo_3ds,
Object,Digital,任天堂ds,nintendo_ds,
Object,Digital,任天堂switch,nintendo_switch,
Object,Digital,数码相机,digital_camera,
Object,Digital,单反相机,DSLR_camera,
Object,Digital,微单相机,mirrorless_camera,
Object,Digital,摄像机,camcorder,
Object,Digital,运动相机,action_camera,
Object,Digital,无人机,drone,
Object,Digital,智能手表,smartwatch,
Object,Digital,智能手环,smartband,
Object,Digital,耳机,headphones,
Object,Digital,耳塞,earbuds,
Object,Digital,蓝牙耳机,bluetooth_headphones,
Object,Digital,可穿戴设备,wearable_device,
Object,Digital,无线耳机,wireless_earphones,
Object,Digital,蓝牙音箱,bluetooth_speaker,
Object,Digital,音箱,speaker,
Object,Digital,便携式音箱,portable_speaker,
Object,Digital,MP3播放器,MP3_player,
Object,Digital,电子书阅读器,e-reader,
Object,Digital,平板电脑,tablet,
Object,Digital,笔记本电脑,laptop,
Object,Digital,台式电脑,desktop_computer,
Object,Digital,显示器,monitor,
Object,Digital,投影仪,projector,
Object,Digital,键盘,keyboard,
Object,Digital,鼠标,mouse,
Object,Digital,U盘,USB_flash_drive,
Object,Digital,移动硬盘,portable_hard_drive,
Object,Digital,SD卡,SD_card,
Object,Digital,充电宝,power_bank,
Object,Digital,智能家居中控,smart_home_hub,
Object,Digital,VR眼镜,VR_headset,
Object,Digital,AR眼镜,AR_glasses,
Object,Digital,游戏手柄,game_controller,
Object,Digital,游戏机手柄,game_controller,
Object,Digital,鼠标垫,mousepad,
Object,Digital,键盘膜,keyboard_skin,
Object,Digital,电脑包,laptop_bag,
Object,Digital,手机壳,phone_case,
Object,Digital,手机支架,phone_holder,
Object,Digital,手机镜头,phone_lens,
Object,Digital,自拍杆,selfie_stick,
Object,Digital,三脚架,tripod,
Object,Digital,读卡器,card_reader,
Object,Digital,数据线,data_cable,
Object,Digital,充电器,charger,
Object,Digital,电源适配器,power_adapter,
Object,Digital,蓝牙适配器,bluetooth_adapter,
Object,Digital,无线网卡,wireless_network_adapter,
Object,Digital,网络摄像头,webcam,
Object,Digital,麦克风,microphone,
Object,Digital,耳机放大器,headphone_amplifier,
Object,Digital,低音炮,subwoofer,
Object,Digital,录音笔,voice_recorder,
Object,Digital,GPS导航仪,GPS_navigator,
Object,Digital,电子词典,electronic_dictionary,
Object,Digital,计算器,calculator,
Object,Digital,电子秤,electronic_scale,
Object,Digital,智能家居中控面板,smart_home_control_panel,
Object,Digital,智能插座,smart_plug,
Object,Digital,智能灯泡,smart_light_bulb,
Object,Digital,智能锁,smart_lock,
Object,Digital,智能门铃,smart_doorbell,
Object,Digital,智能恒温器,smart_thermostat,
Object,Digital,电子相册,digital_photo_frame,
Object,Digital,便携式投影仪,portable_projector,
Object,Digital,智能眼镜,smart_glasses,
Object,Digital,智能翻译机,smart_translator,
Object,Digital,电子万年历,electronic_calendar,
Object,Digital,电源线,power_lines,
Object,Digital,电缆,cable,
Object,Tableware,锅,pot,
Object,Tableware,茶壶,teapot,
Object,Tableware,长柄勺,ladle,
Object,Tableware,罐子,can,
Object,Tableware,罐装饮料,soda_can,
Object,Tableware,杯子,cup,
Object,Tableware,盘子,plate,
Object,Tableware,托盘,tray,
Object,Tableware,碗,bowl,
Object,Tableware,叉子,fork,
Object,Tableware,筷子,chopsticks,
Object,Tableware,勺子,spoon,
Object,Tableware,水杯,drinking_glass,
Object,Tableware,普通玻璃杯,tumbler,
Object,Tableware,啤酒杯,beer_mug,
Object,Tableware,礼物盒,gift_box,
Object,Tableware,心形状的礼盒,heart-shaped_box,
Object,Tableware,蜡烛,candle,
Object,Tableware,餐刀,knife,
Object,Tableware,汤勺,soup spoon,
Object,Tableware,沙拉碗,salad bowl,
Object,Tableware,餐巾,napkin,
Object,Tableware,桌布,tablecloth,
Object,Tableware,餐垫,placemat,
Object,Tableware,调味瓶,cruet,
Object,Tableware,胡椒研磨器,pepper mill,
Object,Tableware,盐罐,salt shaker,
Object,Tableware,糖罐,sugar bowl,
Object,Tableware,茶杯,tea cup,
Object,Tableware,咖啡杯,coffee cup,
Object,Tableware,马克杯,mug,
Object,Tableware,酒杯,wine glass,
Object,Tableware,香槟杯,champagne flute,
Object,Tableware,盘,dish,
Object,Tableware,碟,saucer,
Object,Tableware,烤盘,baking dish,
Object,Tableware,平底锅,frying pan,
Object,Tableware,汤锅,stockpot,
Object,Tableware,高压锅,pressure cooker,
Object,Tableware,漏勺,colander,
Object,Tableware,滤网,sieve,
Object,Tableware,打蛋器,whisk,
Object,Tableware,刮刀,spatula,
Object,Tableware,开瓶器,bottle opener,
Object,Tableware,砧板,cutting board,
Object,Tableware,厨刀,kitchen knife,
Object,Tableware,菜刀,cleaver,
Object,Tableware,面包刀,bread knife,
Object,Tableware,黄油刀,butter knife,
Object,Tableware,甜点叉,dessert fork,
Object,Tableware,甜点勺,dessert spoon,
Object,Tableware,冰激凌勺,ice cream scoop,
Object,Tableware,蛋糕铲,cake server,
Object,Tableware,派铲,pie server,
Object,Tableware,咖啡壶,coffee pot,
Object,Tableware,茶壶,tea kettle,
Object,Tableware,水壶,kettle,
Object,Tableware,量杯,measuring cup,
Object,Tableware,量勺,measuring spoon,
Object,Tableware,擀面杖,rolling pin,
Object,Tableware,研钵,mortar,
Object,Tableware,研杵,pestle,
Object,Tableware,漏斗,funnel,
Object,Tableware,削皮器,peeler,
Object,Tableware,开罐器,can opener,
Object,Tableware,隔热垫,trivet,
Object,Tableware,锅垫,pot holder,
Object,Tableware,托盘,serving tray,
Object,Tableware,沙拉钳,salad tongs,
Object,Tableware,食物夹,serving tongs,
Object,Tableware,肉叉,meat fork,
Object,Tableware,鱼刀,fish knife,
Object,Tableware,汤碗,soup tureen,
Object,Tableware,沙拉盆,salad bowl,
Object,Tableware,水果盘,fruit bowl,
Object,Tableware,糖果盘,candy dish,
Object,Tableware,奶酪刀,cheese knife,
Object,Tableware,黄油碟,butter dish,
Object,Tableware,果酱罐,jam jar,
Object,Tableware,蜂蜜罐,honey pot,
Object,Tableware,牙签,toothpick,
Object,Tableware,餐巾环,napkin ring,
Object,Tableware,烛台,candlestick,
Object,Tableware,冰桶,ice bucket,
Object,Tableware,葡萄酒醒酒器,wine decanter,
Object,Tableware,鸡尾酒调酒器,cocktail shaker,
Object,Tableware,公用汤勺,serving spoon,
Object,Tableware,意大利面勺,spaghetti server,
Object,Tableware,捞面勺, slotted spoon,
Object,Tableware,煎铲,turner,
Object,Tableware,鱼铲,fish spatula,
Object,Tableware,汤锅,soup pot,
Object,Tableware,炖锅,stew pot,
Object,Tableware,砂锅,casserole dish,
Object,Tableware,烤盘,roasting pan,
Object,Tableware,饼干烤盘,cookie sheet,
Object,Tableware,松饼烤盘,muffin tin,
Object,Tableware,蛋糕模具,cake pan,
Object,Tableware,面包盘,loaf pan,
Object,Tableware,派盘,pie plate,
Object,Tableware,比萨盘,pizza pan,
Object,Tableware,蛋奶酥烤盘,ramekin,
Object,Tableware,烤肉架,grill pan,
Object,Tableware,煎锅,skillet,
Object,Tableware,炒锅,wok,
Object,Instrument,吉他,guitar,
Object,Instrument,钢琴,piano,
Object,Instrument,大提琴,cello,
Object,Instrument,风铃,wind_chime,
Object,Instrument,小提琴,violin,
Object,Instrument,中提琴,viola,
Object,Instrument,低音提琴,double bass,
Object,Instrument,长笛,flute,
Object,Instrument,单簧管,clarinet,
Object,Instrument,双簧管,oboe,
Object,Instrument,巴松管,bassoon,
Object,Instrument,萨克斯风,saxophone,
Object,Instrument,小号,trumpet,
Object,Instrument,长号,trombone,
Object,Instrument,圆号,French horn,
Object,Instrument,大号,tuba,
Object,Instrument,竖琴,harp,
Object,Instrument,手风琴,accordion,
Object,Instrument,口琴,harmonica,
Object,Instrument,鼓,drum,
Object,Instrument,架子鼓,drum kit,
Object,Instrument,木琴,xylophone,
Object,Instrument,马林巴,marimba,
Object,Instrument,锣,gong,
Object,Instrument,钹,cymbal,
